GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488
107984123	11	3	7	6	11	3
4850	725	728	881	409	333	687
23165	680	971	1346	297	532	978
647087	891	1042	1785	1111	1062	1371
26266	96	109	99	47	54	57
105375521	69	46	55	88	19	41
389558	223	58	42	73	10	51
105375522	2	0	1	0	0	0
767558	1779	2336	3081	795	780	1810
136319	1779	2336	3081	795	780	1810
105375523	3	11	1	5	0	2
105375524	0	0	0	0	1	0
1129	0	0	2	1	0	0
349160	0	0	0	0	0	0
574443	0	0	0	0	0	0
105375525	0	0	0	0	0	0
5764	654	2372	4908	1193	2603	3050
105375527	0	0	0	0	0	0
9162	71	43	34	23	19	22
64764	4690	6597	6552	1276	1681	3135
100130880	0	2	1	9	1	4
6718	0	0	0	0	0	0
100616226	0	0	0	0	0	0
107986749	0	0	0	0	0	1
8805	529	947	953	288	334	708
136306	163	209	150	42	122	179
50617	21	59	8	47	59	55
155006	4	19	5	0	9	18
57670	1172	1167	958	306	334	785
92092	372	371	500	112	213	403
107986852	8	11	16	7	13	10
56829	2052	2274	3194	1389	1301	3608
113218503	130	57	174	33	70	176
79989	242	265	423	110	123	298
254048	1043	1785	1915	601	555	1197
51631	1079	1841	2191	428	568	1552
154791	132	184	295	189	198	226
100189406	0	0	1	1	1	0
100996928	1128	1676	2268	579	720	1517
100129148	220	369	459	67	139	374
346689	22	80	7	4	26	2
154790	1	3	8	5	7	2
28996	1453	2195	1793	744	560	1365
105375530	6	7	5	5	1	1
6916	685	780	1240	574	744	498
107986853	2	15	18	2	5	7
105375532	35	35	82	14	10	15
64761	1787	1148	1547	1285	836	1001
80853	1100	3331	1959	209	341	662
100134229	283	717	397	102	166	210
107986854	6	3	2	0	0	0
105375534	5	9	1	1	1	4
84255	5499	4746	8719	1900	1339	3984
401409	105	86	56	31	24	69
23608	2257	4308	4349	1474	1655	2981
27147	1031	995	1072	250	216	206
105375535	1	2	1	0	5	0
107986718	2	177	3	0	18	3
90956	557	788	1158	445	652	698
100134713	869	804	2065	1122	1321	1050
4708	1678	1420	3851	4012	2815	1939
673	843	1226	1475	407	496	920
105375536	2	3	2	3	1	2
107986720	0	0	1	0	0	0
51650	828	774	1653	854	792	1021
107986719	0	0	0	0	1	0
105375537	0	0	0	0	0	0
100507421	39	78	33	17	10	49
105375538	0	0	0	4	0	0
55750	1280	1831	1782	439	523	1494
57189	686	1171	850	292	246	717
285962	39	46	58	17	39	52
494551	2	4	11	5	5	9
6742	1576	1341	2602	1164	1468	1488
50831	1	0	0	1	0	1
50832	2	11	21	1	3	6
54429	12	8	20	1	3	9
136242	11	1	8	6	4	7
130075	0	0	1	0	0	0
23601	50	101	76	9	56	32
5726	0	0	1	1	1	0
8972	1	18	16	0	2	8
93432	1	0	2	2	6	1
100289017	0	0	0	0	0	0
136541	0	0	2	0	0	0
207147	0	0	0	0	0	0
28621	0	0	0	0	1	0
28620	1	0	4	0	3	4
105375539	0	0	2	0	1	0
28619	2	1	2	0	0	1
28617	3	0	6	0	4	2
28614	7	1	9	0	0	2
28606	2	3	5	1	0	2
28597	0	0	0	0	0	0
28616	0	3	10	0	1	0
28604	0	6	2	0	0	1
28596	3	2	8	0	3	10
28588	0	0	0	0	0	0
28613	0	0	1	0	0	0
28603	0	0	3	0	2	0
28595	3	4	13	0	3	1
28587	1	2	3	0	0	0
28612	0	0	0	0	0	0
28586	0	2	2	1	1	1
28585	0	0	0	0	0	0
28582	0	0	1	0	0	0
28579	0	0	0	0	0	0
28584	0	1	1	0	0	0
28581	1	4	1	1	3	0
28578	0	0	0	0	0	0
28602	8	0	3	0	3	3
28594	2	1	2	0	1	0
107986855	2	3	6	3	1	2
28611	0	0	3	0	1	3
105379749	2	1	4	0	0	0
28601	0	0	35	0	1	1
28593	0	0	1	0	1	0
113839523	0	0	0	0	0	0
28610	1	1	1	0	0	1
28600	0	0	0	2	0	0
28592	3	0	3	0	1	0
28609	1	1	5	0	0	0
28599	1	1	0	0	0	0
28591	0	0	3	0	0	0
28608	0	0	1	0	0	0
28589	6	3	11	0	0	0
28574	0	2	4	0	0	0
28583	3	0	1	0	2	1
28580	0	1	0	0	1	0
28577	3	9	8	2	1	0
28576	10	5	22	1	2	0
28575	0	3	0	0	0	0
28573	0	1	0	3	0	0
28572	1	0	0	0	0	0
28571	0	0	0	1	0	0
28570	0	0	0	0	0	0
28569	0	1	5	0	2	2
28568	11	0	2	0	0	1
28567	5	3	11	3	4	7
28566	0	1	0	0	0	0
28565	0	0	0	0	0	0
28564	2	0	2	0	3	0
28563	0	1	4	0	0	0
100463482	0	0	1	1	0	0
28562	0	0	2	2	0	2
28556	0	0	0	0	0	0
28561	0	0	0	0	0	0
28555	2	0	0	0	0	0
28560	14	0	4	0	2	6
28559	12	31	22	4	8	5
5644	4	10	12	3	3	7
28558	3	3	8	1	2	4
5645	1	1	6	10	1	2
28637	6	2	7	1	0	4
28635	1	16	11	0	1	12
28634	4	8	5	2	1	5
28633	2	6	8	0	0	4
28632	8	18	9	4	1	5
28631	12	42	41	3	7	30
28630	1	16	6	1	1	7
28639	100	308	495	220	120	263
28636	0	0	0	0	0	0
28629	17	51	112	9	29	37
28628	5	16	28	3	6	9
28627	15	47	71	7	15	30
28626	40	111	191	19	42	69
28625	3	22	45	7	10	15
28624	3	14	9	3	5	5
28623	5	15	14	8	4	9
28622	13	20	22	8	9	16
28638	482	641	1808	496	748	608
28557	2	1	2	0	1	0
105375541	2	0	1	0	2	0
2051	480	492	1030	359	316	683
55503	281	375	105	52	171	103
56302	0	0	4	1	2	1
105375542	0	0	0	0	0	0
105375543	0	2	1	0	2	0
135927	1	0	0	1	0	0
3792	5	5	14	14	14	8
135924	0	0	1	0	0	0
105375544	1	0	1	1	0	0
346517	0	0	2	3	0	0
89883	0	0	1	0	3	1
5304	2	32	2	3	6	13
259285	0	0	0	0	0	0
259286	0	0	3	0	0	0
105375546	0	1	0	0	2	0
105375545	101	112	94	6	27	73
373156	3249	3260	6175	2708	4267	4153
135932	1093	1019	1010	282	335	742
835	772	950	1160	369	468	847
1180	10	2	28	9	9	15
9715	750	1424	1913	149	587	1127
101928397	3	6	5	1	0	0
100507507	898	478	1279	568	663	481
7791	15820	15477	23964	8628	13190	11714
102465538	40	22	26	4	12	12
2041	1509	1491	2605	2577	1507	992
285965	45	19	29	24	6	18
338398	1	0	0	1	0	0
259287	0	0	2	1	0	0
105375547	33	31	80	22	7	32
392133	1	0	0	1	3	0
441294	48	81	53	6	42	40
101928466	13	8	16	9	14	8
285966	492	385	301	104	232	224
340307	39	78	55	8	40	28
653691	52	110	67	6	34	39
154761	121	170	185	28	143	139
112267988	9	12	17	7	10	9
9747	1675	1988	2212	923	1511	2040
105375549	9	3	3	9	3	4
26211	0	0	1	0	1	0
135948	0	0	2	0	0	0
135946	0	0	0	0	1	0
393046	0	0	0	0	0	0
105375548	1	3	0	1	0	0
392138	0	0	2	0	0	2
346525	0	0	0	0	0	0
442361	0	0	1	0	0	0
135941	0	1	1	0	0	0
100128553	203	265	319	115	191	103
445328	316	812	650	188	202	341
101928605	105	152	200	80	78	107
112267987	22	41	30	15	10	21
402317	4	9	10	11	1	5
101928492	76	173	133	90	66	74
401428	155	218	258	70	141	103
401427	20	57	32	7	12	15
728377	487	1327	781	215	328	510
100142659	166	246	234	86	125	108
441295	147	181	238	68	125	91
346528	4	11	11	10	3	9
7984	899	2056	1315	513	742	854
135935	0	0	0	0	0	1
27010	153	245	275	65	137	166
105375552	0	0	0	0	0	0
105375551	0	0	1	0	0	0
105375553	0	0	0	0	0	0
26047	6	39	42	8	35	146
101928700	0	0	0	0	1	0
100313895	0	0	0	0	0	0
107986721	0	0	0	0	0	0
105375556	0	0	0	0	1	1
105375554	0	0	0	0	0	0
202865	0	2	0	0	1	1
105375557	0	0	0	0	0	0
8454	2239	2658	3718	841	1361	2101
2146	341	552	661	188	283	281
6090	0	0	0	0	0	1
6086	0	0	0	1	0	0
6085	0	0	0	4	1	0
6084	0	0	0	5	0	0
102723099	6	9	5	2	1	5
9601	11505	15556	17182	5177	10569	15477
136051	178	232	359	50	75	268
155054	76	86	194	40	23	142
57541	420	613	730	337	296	593
107986856	2	2	5	2	1	1
8427	943	1513	1907	594	807	1195
7988	377	497	792	237	272	511
100289678	692	1129	1315	439	627	894
155060	310	654	805	316	263	463
100189144	0	0	0	0	0	0
100189413	0	0	0	0	0	0
100189357	0	0	0	0	0	0
100189049	0	0	0	0	0	0
100189305	0	0	0	0	0	0
105375559	1	1	1	1	1	0
101928733	1	0	1	1	1	0
100189008	0	0	0	2	0	0
27153	441	745	917	181	390	598
155061	866	1172	1588	250	590	1024
100189146	0	4	1	3	1	8
79970	590	967	1335	389	555	831
100189029	4	11	6	1	2	1
100189267	0	1	0	0	0	0
100189097	0	1	0	2	0	0
100189194	0	0	0	0	2	0
100189355	1	0	0	4	0	0
100189432	0	2	0	0	0	0
100189177	2	0	5	9	2	0
100189376	0	0	0	0	0	0
100189075	0	0	0	0	0	0
100189375	0	0	0	0	0	0
100189289	0	0	0	0	1	0
100189379	0	0	0	0	0	0
84626	211	332	374	104	190	238
168544	260	503	627	239	433	650
23145	44	124	157	44	83	157
643641	722	1128	1523	290	424	1158
401431	37	51	72	27	12	34
155066	310	319	401	449	417	326
653857	237	470	421	119	172	340
100134040	0	0	0	2	0	0
65999	117	290	278	135	230	207
113763	95	166	228	26	46	130
105375560	5	19	21	3	2	17
5919	534	690	3203	591	851	1658
107986858	4	7	5	5	6	2
105375563	26	34	38	13	8	34
29803	3118	3952	4387	1183	2363	3932
285971	159	211	350	211	166	188
105375564	11	39	49	4	20	30
107986859	15	35	28	15	24	50
728743	513	856	999	621	1186	1051
285972	506	757	1024	226	201	527
155038	659	837	1043	270	222	622
168537	459	785	1033	135	245	570
107986860	2	1	1	0	4	0
55303	1294	1768	1874	537	569	949
474344	940	1979	2032	275	392	1122
26157	344	471	724	116	139	378
100527949	664	857	1148	276	374	506
170575	344	458	668	274	208	384
55340	579	735	966	242	335	418
105375566	16	20	7	8	8	4
28959	2201	3300	4468	1464	5658	1659
55365	953	1574	1964	797	3062	647
105375567	4	2	7	2	7	2
26	3951	28027	2596	577	6475	5752
3757	83	156	294	13	15	98
4846	1714	3379	2031	737	843	2754
285973	4316	2191	2916	1966	745	2614
11194	2892	2332	3663	2025	2139	2969
9311	183	194	426	169	245	343
1020	355	328	740	491	700	622
6522	7066	5922	10149	4726	5711	6477
10922	2417	2176	4472	3046	2994	2959
83590	1666	1536	2657	1827	2369	1627
116988	4187	3777	6069	2415	2786	3271
107986862	17	20	21	26	11	6
2636	0	2	3	0	0	2
136371	0	0	1	0	0	0
392843	0	1	1	0	2	1
114483834	784	780	1135	159	409	807
114483833	2	5	10	2	2	6
10061	1092	1022	1671	618	701	1197
54480	4043	3545	5777	2062	2550	3640
768213	230	157	423	526	231	167
6604	1130	1042	2165	1320	1519	1959
51667	1943	2354	3147	864	1063	2073
349136	5502	3282	8605	4330	1610	1812
100131176	1383	598	2642	1041	378	546
155051	1928	348	1731	1214	86	171
100500835	46	10	39	9	0	6
6009	5623	3555	6954	2052	2141	2704
51422	763	949	861	247	696	864
644090	0	3	3	1	6	4
100505483	23	29	71	22	53	35
105375570	0	0	0	0	0	0
105375571	0	0	0	0	0	0
168391	0	0	1	0	0	0
63917	2147	3429	4638	559	2075	3401
731075	10	16	27	20	9	27
58508	1584	2866	2454	1049	666	1797
220832	1	3	2	1	2	2
100128822	114	129	291	63	121	144
105375574	1	3	0	0	5	0
7516	29	75	70	17	32	31
57180	127	289	275	111	183	281
102723686	0	6	5	2	4	5
105375577	0	0	0	1	0	1
103724390	0	0	0	0	0	1
105375578	0	0	4	1	2	0
105375579	0	0	0	0	0	0
107986750	5	0	4	10	19	0
1804	306	153	632	597	440	340
107986722	0	0	0	8	0	0
101929998	0	0	2	2	0	0
107984014	0	2	1	5	1	1
105375582	1	0	0	6	1	0
112267989	0	0	3	3	2	0
105375581	0	0	0	2	0	0
105375580	3	0	0	0	0	0
100132707	99	170	198	38	87	185
22976	243	403	396	74	128	376
202781	114	195	353	107	116	181
100128264	0	0	0	1	3	0
3361	0	1	7	4	6	7
105375584	0	0	0	0	0	0
105375586	0	1	0	0	0	0
105375587	0	3	0	0	1	0
105375588	0	0	0	0	0	0
105375589	0	0	0	0	0	0
105375591	10	22	19	2	9	22
3638	743	1210	988	224	346	495
105375592	0	0	0	0	0	0
338436	0	0	0	0	0	1
105375593	0	0	0	0	0	0
100286906	0	0	0	0	0	0
105375594	0	0	0	0	0	0
2020	14	58	33	6	25	114
107986863	0	0	0	0	1	0
285888	1	0	1	3	0	1
100506302	172	115	149	151	94	140
155435	1654	2740	2868	884	1274	1632
6469	103	139	81	8	18	15
389602	19	54	33	4	16	11
105375597	0	0	0	0	0	0
105375603	0	0	0	0	0	0
105375602	0	0	0	0	0	0
105375601	0	0	0	0	0	0
105375599	0	0	2	1	1	4
285889	2	4	4	8	1	4
100506380	137	110	248	151	103	129
112268012	0	0	1	0	1	1
64433	0	2	2	1	0	1
140545	68	85	133	57	40	65
101927858	19	14	24	12	7	18
64327	714	1189	1313	352	321	819
102723795	3	6	4	3	2	2
105375604	0	1	0	0	2	0
105375605	0	0	0	2	0	0
64434	553	686	798	274	275	537
3110	0	8	5	0	4	9
105375606	0	1	0	0	2	0
645249	0	1	0	0	0	0
105375607	0	0	0	0	0	1
9690	2103	2527	2937	609	1059	2235
10049	4270	5601	6324	1045	2068	3558
101927914	1	2	2	0	0	4
105375610	6	10	8	1	1	6
5799	257	404	796	214	193	571
406945	0	0	0	0	0	0
105375615	85	43	157	22	8	12
105375614	26	46	62	14	8	7
100506585	39	44	101	48	33	44
105375613	0	0	0	3	0	0
693180	0	0	1	0	0	0
105375616	0	0	0	0	0	0
100847032	0	0	0	0	0	0
54892	328	430	642	119	222	276
57488	2767	3668	4755	820	1255	2556
105379752	70	82	69	73	58	34
55112	549	804	778	236	274	618
154822	0	8	3	2	0	0
7434	1346	399	1672	1299	193	226
101927506	29	53	71	31	22	42
441308	0	0	0	0	0	0
644128	426	269	540	107	140	222
169270	135	185	277	105	56	205
101927566	10	2	4	0	3	3
105377773	1	0	0	0	0	1
157693	1	3	2	3	2	4
26260	662	758	1193	520	430	661
157695	402	707	805	288	225	453
157697	1140	1862	1591	699	623	943
9228	24	38	12	34	50	43
401442	1	0	0	0	0	1
105377777	0	0	0	0	0	0
112268020	0	0	0	0	0	1
286083	0	0	0	0	0	0
105379585	0	0	0	0	0	0
105377775	0	0	0	0	0	0
105379586	0	0	3	0	0	0
100507435	0	1	0	1	1	2
105377778	3	4	3	5	5	4
2055	1841	2249	1676	448	641	988
101927752	414	427	635	375	317	464
100500912	8	1	7	0	4	0
105377779	1	3	4	4	2	2
693181	0	0	0	0	0	0
9639	901	1440	1454	283	321	704
100131395	7	32	9	9	3	3
9920	86	266	215	16	25	104
101928058	4	4	9	2	1	0
104266957	0	2	1	1	1	2
9172	74	177	242	71	102	194
102465695	0	0	0	0	0	0
105377781	0	0	1	0	0	0
105377782	0	1	0	0	0	0
107986880	0	0	0	0	0	0
105377783	0	0	0	0	1	0
105377784	0	1	1	0	1	0
101927815	3	2	12	3	14	12
107986865	0	2	2	4	0	4
105377785	15	33	45	16	31	16
105377786	6	4	7	5	4	5
64478	73	174	117	148	155	165
105377792	1	3	9	1	2	3
105377791	1	3	0	2	1	0
105377790	0	0	0	0	0	0
105377789	0	0	0	1	2	0
107986907	0	0	0	0	0	0
105377793	0	0	0	0	0	0
105377794	0	0	1	0	0	0
107986908	0	0	0	0	0	1
105377795	0	0	1	1	0	0
105377796	0	0	0	0	1	1
105377797	0	1	0	0	0	0
100287015	53	96	155	69	83	98
79648	659	902	1146	647	576	1121
285	632	1379	467	227	236	643
100507530	106	194	201	58	73	185
102465861	2	8	10	2	1	5
55326	1798	3327	4031	1105	900	3874
100616348	0	1	1	1	0	0
100616372	0	1	1	1	0	0
107986909	37	52	70	43	40	102
389610	26	42	46	15	17	71
100652791	2	1	3	1	3	5
1672	4904	9030	8013	8070	7997	7617
1671	0	0	1	0	0	0
1669	0	8	1	0	0	0
449491	0	1	0	0	0	0
449492	0	2	0	0	0	0
449493	0	0	0	0	0	0
1667	0	65	1	0	0	0
170949	0	0	0	0	1	0
728358	0	50	1	0	0	0
100287083	0	0	0	0	1	0
1668	1	109	1	0	1	0
724068	0	0	0	0	0	0
1670	0	0	0	0	0	0
105377799	0	0	0	0	2	0
105377803	0	0	1	0	0	0
101928095	7	5	17	14	5	19
349196	28	28	23	8	11	30
100128890	33	65	71	21	23	72
641517	1	1	0	5	0	0
401447	0	0	0	3	0	0
645402	0	0	0	0	0	0
100131980	0	0	0	0	0	0
100289462	0	0	2	0	1	0
55894	0	0	1	0	0	0
10407	0	1	4	1	2	3
503618	0	0	0	0	1	0
503841	0	0	2	0	0	0
504180	0	0	0	0	0	0
503614	0	0	2	0	0	0
105377801	0	0	0	0	0	0
100131608	0	0	2	0	1	0
441317	1	0	0	0	0	0
105377800	0	5	2	1	4	2
107986910	3	5	4	3	2	4
101929400	1	0	4	4	2	17
105379215	3	11	3	2	3	6
107986912	0	0	0	0	1	0
441328	0	0	0	0	0	0
100133251	0	0	3	0	1	0
105379216	0	0	0	0	0	0
245910	0	0	2	0	0	0
245908	0	0	0	0	0	0
245909	0	0	0	0	1	0
140596	0	0	0	0	1	0
653423	0	1	3	1	0	1
414325	0	0	1	0	0	0
1673	0	0	1	0	3	0
100132396	0	0	0	0	0	0
100132103	8	11	6	1	1	5
392188	0	0	0	1	0	0
645836	0	0	1	1	0	0
100302186	0	0	0	0	0	0
105379219	11	11	15	4	6	11
112268014	24	10	55	36	18	15
286042	77	119	158	92	94	138
157285	484	367	463	194	247	246
105379222	0	0	0	0	0	0
107986913	8	4	0	0	0	0
105379224	0	0	0	1	1	0
105379225	0	0	1	1	0	0
137075	446	394	390	66	132	208
9258	990	1823	1339	522	554	1000
90459	810	801	1384	336	361	646
105379227	0	5	5	0	0	2
100616350	1	0	0	1	0	0
109616996	1	0	0	2	0	0
79660	3464	5733	3017	634	1863	1628
102724880	11	12	11	5	15	15
101929128	25	59	15	9	47	4
157273	0	0	0	0	2	0
105379228	0	0	0	0	0	0
105379231	0	1	0	0	0	0
105379230	0	0	0	1	6	0
8658	1214	1942	2249	522	665	1472
693182	0	1	4	0	0	0
157627	0	0	0	0	2	0
406907	0	0	0	0	0	0
105379234	1	1	2	0	0	0
4482	354	386	597	341	308	225
101929191	10	8	12	3	4	0
112268021	52	68	71	20	15	47
203074	0	1	0	0	3	0
105379237	0	0	0	0	1	0
94137	2	13	16	3	7	2
100422982	0	0	0	0	0	0
203076	0	13	2	1	0	7
83595	161	453	208	26	177	174
102723313	11	25	8	3	7	15
54984	316	314	551	288	287	325
100302166	0	0	0	0	0	0
101929229	0	1	2	0	0	1
101929248	14	24	24	8	5	24
112268022	17	25	25	21	11	37
286046	100	97	118	100	73	109
693183	0	3	0	0	0	0
101929269	0	0	2	0	0	0
107986915	0	0	0	0	0	0
66036	476	561	778	204	217	434
101929290	4	9	4	6	1	4
83650	4	5	7	3	2	0
157739	1	5	5	3	8	9
100129129	0	0	2	0	2	0
83656	0	0	1	1	1	2
83648	141	316	126	65	47	72
640	7	9	10	11	5	9
105379241	0	1	1	1	0	1
83655	0	0	0	0	0	0
105379242	0	1	0	0	0	0
2626	2	6	3	0	1	6
106635531	0	0	0	0	0	0
606553	0	0	0	0	0	0
252969	497	607	779	367	445	583
105379243	37	28	75	125	51	38
2222	1885	2428	3400	1220	1956	2327
1508	125944	72232	124501	56184	52417	54574
105379244	0	1	0	0	2	0
112268017	0	0	0	3	0	1
613210	0	0	1	0	0	0
613209	0	0	0	0	0	0
613211	0	0	0	0	0	0
105379245	0	0	0	2	0	0
105379246	0	0	0	2	0	0
100133267	0	0	1	0	0	0
728957	0	1	0	1	0	0
100132923	8	14	27	11	6	7
392196	0	0	1	1	0	0
392197	0	0	0	0	0	0
377630	0	0	0	3	1	0
729689	5	3	2	0	4	6
85002	261	95	224	151	186	239
619423	65	35	99	15	22	72
245940	0	0	1	0	0	0
100133172	10	13	6	0	8	29
649352	0	0	1	1	0	0
245912	4	1	1	0	0	3
389633	2	1	6	4	13	13
653333	74	29	55	30	37	53
100506990	514	355	910	265	362	571
729732	56	42	126	100	41	36
100847038	0	0	0	0	0	0
91694	772	961	1321	240	336	909
100500870	0	1	2	0	0	0
100500838	0	1	2	0	0	0
340357	0	0	0	1	0	0
101409254	0	0	0	0	0	0
105379289	0	0	0	0	0	0
57604	233	289	363	142	173	422
10395	2170	1684	1859	808	656	1200
101930149	0	0	1	1	2	1
157773	45	14	84	38	46	64
102725080	0	0	0	0	0	0
107986916	0	0	1	0	0	0
105379292	0	0	0	0	0	0
137868	8	3	4	2	1	0
494332	0	0	0	0	0	0
7991	2731	1929	3235	1296	1767	1777
4481	505	1492	1256	430	457	397
101929028	1	4	2	0	1	0
105379297	0	0	0	0	0	0
26281	2	0	7	0	0	0
286097	302	478	652	104	117	199
51201	1058	1232	1698	458	410	998
107986918	2	0	2	4	1	2
29883	1082	1160	1671	479	443	1114
137492	1633	1662	2272	470	647	1172
9108	244	378	483	127	113	279
102724838	1	1	6	1	2	0
6542	11191	13700	13568	3700	8413	18527
5157	779	853	811	422	291	191
107986919	0	0	2	1	3	0
57509	2750	4560	4381	1539	938	2487
100422850	0	1	1	0	0	0
101930275	345	159	404	217	44	148
2267	216	389	446	168	247	146
5108	2985	3431	5019	1421	1532	2747
427	8347	12439	10229	3562	3937	9494
101929066	15	30	49	34	12	20
9	204	153	345	79	72	291
10	8	11	11	10	9	6
23362	1463	1905	2603	456	293	1081
107986868	0	0	0	1	0	0
105379303	1	2	0	0	0	2
105379301	0	5	1	5	3	0
100128993	3	7	4	2	5	6
105379300	0	1	0	0	0	0
105379306	0	0	0	0	0	0
63898	783	1559	1191	455	501	1169
102724881	8	14	18	4	1	5
55790	639	1624	940	210	260	958
105379308	3	0	1	11	8	3
107986920	0	0	1	0	0	0
55174	1247	1820	2219	922	1117	2102
105379309	0	0	0	0	0	0
107986921	2	1	1	2	0	0
4023	476	283	471	456	167	145
105379311	1	60	0	0	20	0
105379310	0	11	0	0	5	1
105379312	0	27	0	0	14	1
6570	2	7	13	2	10	20
526	3973	5489	6155	1543	2864	3949
11178	224	494	233	41	164	224
100874051	0	0	0	0	1	2
105379314	0	0	1	0	2	0
107986881	0	0	0	0	2	0
109616983	0	0	0	0	0	0
105379315	1	0	0	1	1	1
105379316	0	0	0	0	0	0
102467222	0	0	1	2	1	0
286114	0	0	0	0	0	0
101929172	0	0	0	1	1	0
107986922	0	1	2	2	0	0
2675	171	86	278	162	125	108
105379318	5	1	3	2	2	2
107986923	1	3	3	1	0	1
9046	1254	1281	2631	1270	1553	1428
23039	1567	2337	2563	612	814	1847
10361	80	134	119	83	54	108
8822	21	38	38	19	19	13
2039	1240	3138	2848	663	1591	3127
64760	2751	3360	4406	1493	2320	2786
79873	260	353	708	561	657	468
55806	543	238	376	236	206	219
80346	928	1130	1340	711	845	679
203190	1	4	6	0	3	3
6440	0	0	3	0	0	2
649	14892	7814	11757	9019	6663	7545
9796	1886	760	1361	1851	670	556
407037	1	3	1	3	0	0
661	1437	1391	2134	608	915	1253
100507071	30	38	45	3	16	44
55124	9	15	18	8	12	16
23516	4348	2854	4005	1471	1545	2752
5533	1245	1106	1912	688	841	969
10174	7686	6887	10500	6187	8935	7768
64236	3982	2360	5933	4288	4450	2913
541565	502	501	811	332	406	424
107986876	275	314	450	304	234	231
57805	3460	4616	6131	2124	2902	4328
55909	914	1136	1695	509	811	958
80094	0	13	5	5	3	6
105369180	6	11	12	13	4	3
107986924	70	16	14	9	18	7
1960	572	285	112	13	57	33
105379322	2	0	1	0	0	0
105379321	1	0	4	3	1	1
107986926	1	0	0	0	1	2
157310	4	3	5	26	4	8
107986925	19	11	6	6	5	1
105379325	0	0	0	0	0	0
101929237	0	2	0	4	0	0
107984124	10	11	9	10	2	9
23221	1458	1491	1915	745	870	1505
8795	1584	1483	1441	358	662	1226
286059	2	0	2	3	3	1
107986929	8	5	15	2	1	9
254896	11	12	15	20	16	9
8794	35	45	55	36	36	43
8793	770	352	286	211	305	384
8797	392	699	410	88	161	362
389641	54	100	69	26	22	65
91782	1778	1980	2775	1160	1092	1687
105379326	40	43	74	22	27	24
203069	1038	958	1852	975	1153	1173
4017	2340	2261	2603	662	2157	2162
100507156	91	113	98	13	34	89
9583	2112	2872	2962	823	1038	2500
105379327	3	7	15	0	4	13
51312	1401	2356	2090	664	1965	1614
107986930	0	0	0	0	1	1
4824	17	33	23	8	4	8
137814	0	0	2	0	0	0
101929258	0	2	0	0	0	0
6781	1809	622	715	111	279	97
107986931	0	0	0	0	0	0
105379328	0	0	1	3	2	0
10863	529	879	958	343	290	500
101929294	0	0	1	3	1	0
27299	5	18	22	1	2	3
8756	0	0	0	0	0	0
101929315	0	0	0	0	0	0
107986932	0	0	0	0	0	0
107986882	0	0	0	0	0	0
105379329	0	0	0	0	0	0
4741	12	25	36	319	13	40
112268023	0	0	0	0	0	0
4747	0	0	6	104	2	1
102465506	0	0	0	0	0	0
105379330	0	0	0	0	2	1
80005	1021	2277	1688	703	856	1122
102465527	0	1	1	0	0	1
105379331	2	0	0	2	0	1
2796	159	109	209	78	82	100
54793	725	899	1056	314	302	623
157313	30	43	81	54	35	52
107986933	0	0	0	0	2	0
105379333	0	0	0	0	0	0
105379332	0	0	0	0	0	0
64641	5	4	4	0	20	5
102723395	0	0	0	0	1	0
105379335	0	1	1	0	1	0
105379336	0	0	0	0	0	0
5520	1196	1275	1761	500	637	1145
157489	32	58	36	21	24	31
665	6052	5682	7198	1876	1771	3325
105379337	18	23	27	28	9	35
10687	97	189	355	95	87	296
1808	10153	4299	8559	5936	2550	5559
148	5	3	14	3	12	12
105379339	0	0	0	0	0	0
100313884	0	0	0	0	0	0
105379340	0	0	0	0	0	0
81551	1	2	1	40	3	1
23087	494	661	954	171	322	669
2185	1174	2775	2147	619	2021	1240
102465507	0	1	1	2	0	0
1135	0	1	5	1	1	2
2053	116	142	296	107	120	212
1191	47525	45279	26875	46492	31933	55889
102465508	7	17	11	3	1	9
51435	2075	2994	3373	756	1338	1967
100500871	0	0	1	0	0	0
100500858	0	0	1	0	0	0
55246	641	684	1100	400	389	760
107986934	41	55	66	5	18	55
157570	15	24	40	22	19	40
55872	56	74	167	79	48	109
286133	34519	20533	34238	12942	5287	39144
100422828	0	0	0	1	0	0
105379342	505	50	121	180	35	165
389643	6	24	12	5	2	12
55140	1207	2498	2252	1009	1222	2696
105379343	1	0	2	2	2	0
5368	7	15	7	22	20	7
55893	1868	2890	2506	600	1280	1758
157574	61	100	108	53	127	125
7976	389	401	644	194	187	272
100422903	0	0	0	0	0	0
2137	2131	3730	3175	1369	2372	2105
101929402	7	15	8	3	5	5
55756	510	799	946	307	464	736
79618	1312	2542	2387	596	995	1853
105379346	5	4	6	4	1	2
23303	2902	5433	3794	943	1854	3117
1846	701	708	569	159	269	289
105379349	0	0	0	0	0	0
107986883	0	1	0	0	0	0
105379350	4	5	5	4	3	5
107986935	6	3	7	5	6	6
105379351	3	0	1	0	0	2
105379352	2	9	3	0	1	4
619351	0	0	0	0	1	0
101929450	0	0	1	1	0	1
101929470	0	1	0	0	0	0
107986884	0	0	0	0	0	0
105379354	0	0	0	0	0	0
286135	0	0	0	0	0	0
100422876	0	0	0	0	0	0
51669	24422	18752	25749	11151	7854	12479
23484	4222	2054	2995	1563	1480	1313
619373	101	451	53	10	80	76
10671	1557	1204	2275	653	950	1374
100128750	310	303	382	153	154	247
11030	5591	6114	5886	3517	5552	4372
